ETA,EXP_REGION_CODE,IMP_REGION_CODE,EXP_INVOICE_CURRENCY,EXP_PRICE,MID_INVOICE_CURRENCY,MID_PRICE,M3,CNT
2013/3/23,ID,C1,USD,111041.23,THB,114681.101,170.973,65
2013/3/23,C1,AR,THB,94915.37,USD,3210.579,568.753,762
2013/3/23,C1,MY,THB,3630.75,THB,3734.09,44.311,39
2013/3/23,C1,TW,THB,26434.6,USD,889.246,75.432,114
2013/3/23,TW,AU,USD,29596.16,THB,30162.743,22.594,104
2013/3/22,ID,MY,USD,17206.29,USD,570.559,108.964,154
2013/3/22,ID,TH,USD,8.22,USD,8.554,0.785,1
2013/3/22,PH,ID,USD,11657.57,USD,11657.57,803.723,935
2013/3/22,PH,TW,USD,1.27,USD,1.431,0.396,1
2013/3/22,C1,I1,THB,330.026,USD,7.63,1.185,1
2013/3/22,C1,MY,THB,68475.64,THB,70230.17,122.69,338
2013/3/22,C1,PK,THB,53.64,THB,54.42,0.126,2
2013/3/22,C1,ZA,THB,94.91,USD,99.152,16.114,39
2013/3/22,C1,ZA,THB,609.83,USD,627.548,139.512,94
2013/3/21,ID,I1,USD,47.881,THB,1527.35,16.823,14
2013/3/21,ID,VN,USD,599.457,USD,610.172,138.149,64
2013/3/21,C1,AR,THB,25.902,USD,26.428,0.754,1
2013/3/21,C1,AU,THB,44622.46,USD,1495.399,140.113,207
2013/3/21,C1,AU,THB,61673.68,THB,63083.39,87.488,338
2013/3/21,C1,MY,THB,10520.63,USD,374.61,264.784,68
2013/3/21,C1,PK,THB,1855.72,THB,1892.279,10.71,6
2013/3/21,C1,TW,THB,18169.17,USD,602.371,104.56,177
2013/3/21,C1,ZA,THB,19.531,USD,20.163,19.782,17
2013/3/20,C1,TH,USD,433.177,USD,450.38,19.852,120
2013/3/20,C1,TW,USD,90373.21,USD,3058.4,303.997,706
2013/3/20,ID,MY,USD,9393.01,AUD,300.5,18.543,8
2013/3/20,C1,BR,THB,10757.5,USD,366.16,106.503,36
2013/3/20,C1,EG,THB,62920.14,THB,64479.94,119.967,311
2013/3/20,C1,I2,THB,28098.93,USD,1000.42,118.163,207
2013/3/20,C1,MX,THB,17639.11,THB,18098.4,25.062,125
2013/3/20,C1,MY,THB,1563.24,USD,51.846,103.68,2
2013/3/20,C1,TW,THB,22.94,THB,737.36,0.518,2
2013/3/20,C1,VE,THB,21.2,,,1.42,2
2013/3/19,C1,MY,THB,1.406,USD,1.448,0.425,2
2013/3/19,C1,VN,THB,6299.74,USD,212.848,40.057,55
2013/3/19,C1,ZA,THB,677.91,USD,30.08,10.992,1
2013/3/18,C1,PH,USD,731.3,USD,27.056,66.999,15
2013/3/18,ID,BR,USD,8.25,USD,0.297,0.6,1
2013/3/18,ID,TW,USD,75368.94,THB,77241.33,111.708,373
2013/3/18,ID,ZA,USD,47.7,THB,48.82,0.35,1
2013/3/18,C1,BR,THB,27838.62,USD,939.5,37.072,171
2013/3/18,C1,ID,THB,76537.19,THB,78323.06,199.832,394
2013/3/18,C1,ID,THB,58814.32,USD,1996.957,130.542,392
2013/3/17,PH,AU,USD,4526.97,USD,161.265,24.919,8
2013/3/17,C1,BR,THB,9.93,USD,10.317,1.188,1
2013/3/17,C1,MY,THB,26.003,USD,26.904,16.848,1
2013/3/17,C1,PH,THB,478.961,USD,492.025,37.776,43
2013/3/16,AR,VE,USD,59.49,USD,60.462,15.049,10
2013/3/16,C1,A0,USD,9873.39,USD,333.205,42.352,89
2013/3/16,PH,ID,USD,55508.58,THB,57328.198,81.682,33
2013/3/16,C1,C1,THB,68338.81,USD,2297.961,262.728,473
2013/3/16,C1,ID,THB,35.84,AUD,36,5.6,4
2013/3/16,C1,ID,THB,262.51,USD,8.85,62.88,1
2013/3/16,C1,MY,THB,6453.8,THB,6637.91,15.779,43
2013/3/16,TW,AU,USD,43067.1,USD,1449.044,77.03,169
2013/3/15,ID,MY,USD,1218.85,USD,1218.85,47.344,8
2013/3/15,ID,PH,USD,15.513,,,7.812,3
2013/3/15,ID,TH,USD,542.779,USD,552.508,137.29,62
2013/3/15,C1,AR,THB,982.9,USD,32.754,8.869,10
2013/3/15,C1,I1,THB,78284.77,THB,80813.737,93.669,53
2013/3/15,C1,MY,THB,54555.54,USD,1830.277,368.393,473
2013/3/15,C1,PK,THB,67019.63,THB,68550.04,119.467,327
2013/3/15,C1,ZA,THB,147.78,USD,154.011,27.943,32
2013/3/15,C1,ZA,THB,1102.888,USD,1134.617,151.343,177
2013/3/14,C1,TH,USD,1027.378,USD,1062.518,73.433,199
2013/3/14,ID,MY,USD,69.698,THB,2224.05,33.01,20
2013/3/14,C1,AU,THB,277.1,USD,9.49,125.76,1
2013/3/14,C1,AU,THB,30987.17,USD,1037.766,106.298,132
2013/3/14,C1,I2,THB,75198.18,THB,76923.19,150.614,391
2013/3/14,C1,MY,THB,25222.52,USD,896.47,136.154,198
2013/3/14,C1,PK,THB,12559.2,THB,12813.593,75.245,66
2013/3/14,C1,TW,THB,20970.9,USD,695.316,390.672,217
2013/3/14,C1,VE,THB,11.47,THB,368.68,0.518,1
2013/3/14,TW,ID,USD,1.406,USD,1.448,0.25,2
2013/3/13,ID,VE,USD,9393.01,AUD,300.5,25.059,8
2013/3/13,C1,AR,THB,11334.53,USD,393.05,144.792,37
2013/3/13,C1,C2,THB,283.22,USD,11.197,80.985,9
2013/3/13,C1,MY,THB,62827.45,THB,64272.16,111.106,340
2013/3/13,C1,VE,THB,33322.04,USD,1133.52,246.11,45
2013/3/12,MY,ID,USD,33568.4,THB,34368.57,41.237,127
2013/3/12,C1,MX,THB,19.51,USD,0.67,0.012,1
2013/3/12,C1,MY,THB,0.949,USD,1.167,0.024,1
2013/3/12,C1,VN,THB,1.61,USD,1.8,1.08,1
2013/3/12,TW,TH,USD,71197.81,USD,2407.15,360.863,523
2013/3/11,C1,PH,USD,491,USD,16.615,2.28,5
2013/3/11,ID,BR,USD,72933.29,THB,74606.55,163.477,400
2013/3/11,ID,VN,USD,40242.01,USD,1350.45,74.227,247
2013/3/11,C1,AU,THB,18.406,USD,18.886,3.005,5
2013/3/10,C1,BR,THB,8.37,USD,0.298,3,1
2013/3/10,C1,ID,THB,70938.94,THB,72589.68,141.394,348
2013/3/10,C1,ID,THB,103335.8,USD,3508.813,117.519,550
2013/3/10,C1,MY,THB,28.34,THB,909.06,1.2,2
2013/3/10,C1,PH,THB,9.93,USD,10.317,1.188,1
2013/3/9,AR,VE,USD,75.747,USD,78.337,63.069,6
2013/3/9,C1,A0,USD,401.641,USD,417.431,19.941,120
2013/3/9,ID,MY,USD,1152.55,USD,53.57,2.816,2
2013/3/9,ID,TH,USD,525.02,USD,17.7,62.88,2
2013/3/9,C1,BR,THB,56112.91,THB,57946.075,84.893,38
2013/3/9,C1,CZ,THB,64178.41,USD,2142.55,338.385,446
2013/3/9,C1,ID,THB,3653.68,THB,3757.59,36.854,42
2013/3/9,C1,ID,THB,35497.66,USD,1193.766,53.517,137
2013/3/9,C1,MY,THB,3715.18,USD,3715.18,709.548,743
2013/3/9,TW,AU,USD,11.28,,,28.5,2
2013/3/8,AR,VE,USD,0.703,USD,0.724,0.15,1
2013/3/8,ID,MY,USD,42.57,THB,1358.01,28.908,11
2013/3/8,ID,PH,USD,5602.15,USD,189.123,38.937,54
2013/3/8,PH,ID,JPY,92.16,USD,3.3,4.288,2
2013/3/8,PH,ID,USD,55350.44,THB,57164.843,146.181,31
2013/3/8,C1,I1,THB,48926.13,USD,1637.305,342,480
2013/3/8,C1,MY,THB,74409.9,THB,76125.05,121.808,354
2013/3/8,C1,PK,THB,211.135,USD,219.75,28.523,47
2013/3/7,C1,TH,USD,2496.61,USD,2496.61,51.865,60
2013/3/7,ID,AR,USD,576.096,USD,593.005,173.154,101
2013/3/7,ID,VN,USD,525.787,USD,543.785,107.999,112
2013/3/7,C1,AR,THB,4284.97,JPY,4507.23,97.935,3
2013/3/7,C1,AU,THB,663.52,USD,675.254,145.286,66
2013/3/7,C1,AU,THB,19720.13,USD,661.739,107.229,118
2013/3/7,C1,I2,THB,78435.07,THB,80237.93,163.05,418
2013/3/7,C1,MY,THB,8023.18,USD,277.9,87.901,100
2013/3/7,C1,TW,THB,11.47,THB,368.68,0.444,1
2013/3/6,C1,TW,USD,10.52,USD,10.94,5.776,4
2013/3/6,PH,TH,USD,411.285,USD,427.432,19.915,123
2013/3/6,C1,MY,THB,59113.6,USD,2000.85,422.826,460
2013/3/6,C1,VE,THB,18786.02,AUD,601,19.908,16
2013/3/5,C1,MY,THB,21515,USD,732.32,146.88,72
2013/3/5,C1,VN,THB,1444.88,USD,51.174,56.298,66
2013/3/5,TW,ID,USD,107511.57,THB,109988.13,149.637,538
2013/3/4,ID,BR,USD,28164.88,THB,28833.45,42.455,128
2013/3/4,C1,BR,THB,42.86,,,3.249,3
2013/3/4,C1,GB,THB,30.182,THB,963.499,9.36,3
2013/3/3,C1,BR,THB,73689.25,THB,75383.66,200.272,347
2013/3/3,C1,ID,THB,38111.37,USD,1264.83,38.463,215
2013/3/3,C1,ID,THB,81601.44,THB,83493.26,188.442,388
2013/3/3,C1,MY,THB,57326.49,USD,1951.607,96.652,364
2013/3/3,C1,PH,THB,0.134,USD,0.138,0.276,1
2013/3/3,C1,PK,THB,28.099,USD,29.074,20.808,3
2013/3/3,C1,VN,THB,5683.29,USD,191.863,38.886,57
2013/3/3,C1,ZA,THB,47.15,USD,1.64,4.4,1
2013/3/3,C1,ZA,THB,262.51,USD,8.85,62.88,1
2013/3/3,TW,TH,USD,55535,THB,57355.351,178.873,33
2013/3/2,AR,VE,USD,81355.76,USD,2715.938,579.359,564
2013/3/2,ID,PH,USD,3607.31,THB,3710.04,14.152,38
2013/3/2,ID,ZA,USD,26645.24,USD,896.343,64.634,113
2013/3/2,PH,VN,USD,37055.35,USD,1294.02,201.109,221
2013/3/2,C1,AU,THB,19.75,USD,0.664,1.068,1
2013/3/2,C1,C1,THB,17172.31,THB,17506.039,24.289,131
2013/3/2,C1,MY,THB,28171.79,USD,933.99,111.065,286
2013/3/2,C1,ZA,THB,133.69,THB,4308.58,35.631,34
2013/3/2,TW,AU,USD,1515.9,USD,1515.9,45.66,104
2013/3/1,C1,A0,USD,523.624,USD,541.559,70.788,107
2013/3/1,C1,TH,USD,109.15,USD,110.918,21.859,18
2013/3/1,ID,MY,USD,42.6,USD,45.624,8.52,6
2013/3/1,ID,TH,USD,621.96,USD,29.57,1.408,1
2013/3/1,ID,ZA,USD,788.09,USD,26.271,7.928,15
2013/3/1,PH,ID,USD,89421.4,THB,91466.4,199.863,394
2013/3/1,PH,TW,USD,125.19,USD,4.193,2.736,2
2013/3/1,C1,AR,THB,187.653,USD,195.203,28.371,19
2013/3/1,C1,BR,THB,14.52,,,2.272,2
2013/3/1,C1,I1,THB,11.5,THB,368.68,0.296,1
2013/3/1,C1,MY,THB,578.885,USD,595.873,141.718,101
2013/3/1,C1,ZA,THB,45.905,THB,1464.33,29.866,12
2013/3/1,C1,ZA,THB,43.19,USD,43.781,32.42,4
2013/2/28,ID,VN,USD,322.263,USD,327.95,96.811,40
2013/2/28,C1,AU,THB,25.902,USD,26.428,0.494,1
2013/2/28,C1,AU,THB,12.306,USD,0.69,0.616,3
2013/2/28,C1,C3,THB,7.09,USD,0.251,0.32,1
2013/2/28,C1,I2,THB,25644.63,USD,859.217,165.674,123
2013/2/28,C1,MY,THB,78967.12,THB,80781.02,244.351,410
2013/2/28,C1,TW,THB,16335.38,THB,16650.842,31.106,122
2013/2/28,C1,ZA,THB,18452.18,USD,611.751,141.14,179
2013/2/27,ID,TW,USD,708.407,USD,734.275,19.389,164
2013/2/27,C1,AR,THB,9393.01,AUD,300.5,16.908,8
2013/2/27,C1,C2,THB,10757.5,USD,366.16,149.368,36
2013/2/27,C1,MX,THB,10.43,USD,0.35,0.136,1
2013/2/27,C1,MY,THB,1017.63,USD,34.608,42.444,5
2013/2/27,C1,VE,THB,72696.86,THB,74366.78,143.025,360
2013/2/27,TW,VN,USD,31004.32,THB,31725.17,47.636,134
2013/2/26,C1,AR,THB,781.62,USD,25.923,69.12,1
2013/2/26,C1,VN,THB,590.175,USD,606.155,31.782,57
2013/2/26,TW,ID,USD,60441.19,USD,2042.61,439.611,475
2013/2/25,C1,A0,USD,491,USD,16.615,2.907,5
2013/2/25,ID,C1,USD,8.37,USD,0.298,3,1
2013/2/25,ID,MY,USD,87376.6,THB,89410.89,236.792,420
2013/2/25,C1,BR,THB,27848.39,USD,919.07,38.098,193
2013/2/25,TW,BR,USD,16.408,USD,18.288,13.534,8
2013/2/24,C1,BR,THB,277.1,USD,9.49,62.88,1
2013/2/24,C1,C3,THB,56799.33,USD,1933.393,100.044,365
2013/2/24,C1,MY,THB,0.85,USD,1.28,0.032,1
2013/2/24,C1,PH,THB,0.993,,,0.624,1
2013/2/24,C1,ZA,THB,1.27,USD,1.431,0.54,1
2013/2/24,C1,ZA,THB,0.703,USD,0.724,0.05,1
2013/2/23,AR,VE,USD,908.97,USD,27.861,0.88,6
2013/2/23,C1,BE,EUR,8.22,USD,8.554,0.785,1
2013/2/23,C1,BR,THB,808.19,USD,27.261,122.416,6
2013/2/23,C1,MY,THB,10.43,USD,0.35,0.536,1
2013/2/23,TW,AU,USD,3965.61,THB,4079.05,60.309,44
2013/2/22,ID,MY,USD,37926.32,USD,1276.1,84.734,135
2013/2/22,ID,PH,USD,34741.4,THB,35406.802,89.674,185
2013/2/22,ID,TH,USD,16511.76,USD,547.454,78.931,143
2013/2/22,PH,ID,USD,996.04,USD,996.04,47.865,56
2013/2/22,C1,AR,THB,6.13,,,7.15,8
2013/2/22,C1,I1,THB,5592.37,USD,188.793,38.844,52
2013/2/22,C1,ID,THB,84738.44,THB,86688.36,191.748,436
2013/2/22,C1,ID,THB,205.916,USD,214.084,28.801,20
2013/2/22,C1,MY,THB,584.048,USD,601.154,133.962,105
2013/2/22,C1,PK,THB,526.062,USD,544.065,99.707,114
2013/2/22,C1,US,THB,49.004,THB,1563.41,27.075,15
2013/2/22,C1,VE,THB,841.806,USD,856.873,138.813,90
2013/2/22,C1,ZA,THB,554.21,USD,18.77,62.88,2
2013/2/22,C1,ZA,THB,39480.22,USD,1325.983,144.087,205
2013/2/21,ID,MY,USD,55293.93,THB,57106.737,128.003,33
2013/2/21,ID,VN,USD,42427.61,USD,1420.37,325.948,415
2013/2/21,C1,AR,THB,79586.36,THB,81416.13,197.085,411
2013/2/21,C1,AU,THB,26857.9,USD,950.6,270.268,211
2013/2/21,C1,AU,THB,184.26,USD,6.39,16.128,4
2013/2/21,C1,I2,THB,26975.82,USD,890.35,36.806,164
2013/2/21,C1,MY,THB,31300.53,THB,31899.569,51.012,153
2013/2/21,C1,TW,THB,18428.13,USD,610.962,110.09,181
2013/2/20,C1,MY,THB,0.91,USD,0.937,0.888,2
2013/2/19,MY,ID,USD,693.859,USD,720.558,19.647,191
2013/2/19,C1,MY,THB,250.38,USD,8.23,25.92,2
2013/2/19,C1,VN,THB,9393.01,AUD,300.5,16.842,8
2013/2/19,TW,TH,USD,10757.5,USD,366.16,152.095,36
2013/2/18,ID,BR,USD,865.6,USD,30.794,40.44,9
2013/2/18,PH,ID,USD,76376.94,THB,78130.91,200.465,404
2013/2/18,C1,AR,THB,35179.83,THB,36043.3,40.979,162
2013/2/18,C1,BR,THB,75817.15,THB,77557.59,212.087,413
2013/2/17,ID,PK,USD,18.406,USD,18.886,2.27,5
2013/2/17,PH,AU,USD,96551.32,THB,98789.7,253.469,441
2013/2/17,C1,BR,THB,61810.58,USD,2107.729,150.609,421
2013/2/17,C1,ID,THB,51.96,THB,1686.81,3.364,6
2013/2/17,C1,ID,THB,117.109,USD,121.125,44.661,12
2013/2/17,C1,MY,THB,628.104,USD,639.484,80.569,65
2013/2/17,C1,PH,THB,21.271,USD,0.31,0.016,1
2013/2/17,C1,ZA,THB,63.95,USD,2.161,0.11,1
2013/2/17,C1,ZA,THB,1.43,USD,1.64,0.488,5
2013/2/16,AR,VE,USD,63.25,AUD,63.89,9.808,7
2013/2/16,C1,AR,THB,262.51,USD,8.85,62.88,1
2013/2/16,C1,C1,THB,111492.12,THB,115140.519,238.076,70
2013/2/16,C1,MY,THB,106740.69,USD,3569.941,675.287,891
2013/2/16,TW,AU,USD,7081.04,THB,7282.64,14.18,70
2013/2/15,AR,VE,USD,42964.76,USD,1445.588,67.125,164
2013/2/15,ID,I1,USD,31974.81,THB,32586.695,90.708,182
2013/2/15,ID,MY,USD,17778.68,USD,589.508,117.844,164
2013/2/15,ID,PH,USD,729.66,USD,729.66,128.477,112
2013/2/15,ID,TH,USD,132.7,USD,3.09,0.012,1
2013/2/15,C1,AR,THB,524.45,USD,17.503,0.72,9
2013/2/15,C1,I1,THB,66880.12,THB,68415.47,189.587,349
2013/2/15,C1,MY,THB,152.091,USD,158.153,50.932,32
2013/2/15,C1,PK,THB,0.01,USD,0.01,0.064,1
2013/2/15,C1,ZA,THB,14.219,USD,14.663,15.789,14
2013/2/15,C1,ZA,THB,830.489,USD,855.69,132.334,126
2013/2/14,C1,A0,USD,929.195,USD,960.84,71.927,188
2013/2/14,ID,VN,USD,44.968,THB,1434.52,24.828,10
2013/2/14,C1,AR,THB,277.11,USD,9.28,62.88,1
2013/2/14,C1,AU,THB,30162.96,USD,1005.784,133.275,146
2013/2/14,C1,AU,THB,68240.15,THB,69802.23,163.375,314
2013/2/14,C1,BR,THB,27750.15,USD,982.16,124.185,201
2013/2/14,C1,CZ,THB,31993.73,THB,32606.443,55.671,156
2013/2/14,C1,I2,THB,18096.81,USD,599.984,102.032,178
2013/2/14,C1,MY,THB,14.52,,,4.896,2
2013/2/14,C1,TW,THB,439.924,USD,457.097,19.864,125
2013/2/14,C1,VE,THB,83917.07,USD,2818.81,440.228,789
2013/2/13,C1,TW,USD,9393.01,AUD,300.5,15.582,8
2013/2/13,C1,AR,THB,10757.5,USD,366.16,152.59,36
2013/2/13,C1,MY,THB,9364.41,USD,313.669,37.691,89
2013/2/12,ID,TW,USD,50.26,USD,2.72,0.034,1
2013/2/12,PH,AU,USD,1026.94,USD,36.472,43.434,9
2013/2/12,C1,MY,THB,75600.74,THB,77337.01,164.542,393
2013/2/12,C1,VN,THB,36635.64,THB,37499.66,36.183,157
2013/2/12,TW,TH,USD,32035.2,USD,1056.97,37.93,202
2013/2/11,PH,VN,USD,10.78,,,0.71,1
2013/2/11,C1,AR,THB,59582.37,USD,1983.28,321.489,457
2013/2/11,C1,ID,THB,69954.65,THB,71567.85,155.47,347
2013/2/11,C1,ID,THB,342.6,USD,351.664,28.349,26
2013/2/11,C1,PH,THB,9.58,AUD,11.18,0.368,1
2013/2/10,ID,VE,USD,94209.05,THB,96434.75,243.146,460
2013/2/10,ID,ZA,USD,91841.94,USD,2265.964,74.798,452
2013/2/10,PH,ID,USD,31,THB,1050.58,6.565,2
2013/2/10,C1,ID,THB,42.6,USD,45.624,5.414,6
2013/2/10,C1,ID,THB,428.08,USD,12.36,0.016,4
2013/2/10,C1,MY,THB,109544.45,THB,113141.063,92.466,54
2013/2/10,C1,ZA,THB,44537.46,USD,1494.518,192.373,423
2013/2/10,C1,ZA,THB,35192.93,USD,1183.513,58.639,128
2013/2/9,AR,VE,USD,1.61,USD,1.8,1.08,1
2013/2/9,ID,PH,USD,67.88,USD,68.981,15.008,11
2013/2/9,PH,ID,JPY,99.193,USD,100.977,18.367,11
2013/2/9,PH,ID,USD,55400.44,THB,57217.356,140.24,32
2013/2/9,C1,BR,THB,59271.33,USD,1980.301,302.101,503
2013/2/9,C1,MY,THB,3672.78,THB,3777.18,15.516,43
2013/2/9,TW,AU,USD,31718.5,THB,32325.327,88.912,177
2013/2/8,ID,MY,USD,16527.43,USD,547.976,119.844,166
2013/2/8,ID,TH,USD,5684.56,USD,5684.56,312.076,480
2013/2/8,C1,AR,THB,517.16,USD,534.904,72.167,108
2013/2/8,C1,I1,THB,4284.97,JPY,4507.23,108.75,3
2013/2/8,C1,MY,THB,684.492,USD,696.67,73.664,67
2013/2/8,C1,ZA,THB,6399.94,USD,211.473,77.767,58
2013/2/8,C1,ZA,THB,54925.25,THB,56191.72,154.539,353
2013/2/7,C1,AU,THB,188.989,USD,196.184,28.711,34
2013/2/7,C1,AU,THB,842.144,USD,865.974,101.442,131
2013/2/7,C1,I2,THB,28.503,THB,909.58,14.089,8
2013/2/7,C1,MY,THB,15.374,USD,0.39,0.308,2
2013/2/7,C1,PK,THB,24248.66,USD,816.319,104.463,123
2013/2/7,C1,TW,THB,73148,THB,74834.71,113.707,352
2013/2/7,C1,ZA,THB,32784.3,THB,33412.04,99.591,177
2013/2/6,C1,TW,USD,18749.74,USD,621.511,179.222,202
2013/2/6,C1,C2,THB,19111.15,AUD,632.45,13.872,16
2013/2/6,C1,EG,THB,10809.05,USD,367.86,154.225,40
2013/2/6,C1,MY,THB,855,USD,30.342,45.492,7
2013/2/6,C1,PK,THB,87389.23,THB,89398.85,120.166,328
2013/2/6,C1,VE,THB,20573.46,USD,723.54,187.766,187
2013/2/5,C1,A0,USD,28087.46,THB,28748.17,34.706,128
2013/2/5,C1,BR,THB,781.63,USD,25.352,34.56,1
2013/2/5,C1,MY,THB,10.78,,,1.065,1
2013/2/5,C1,VN,THB,491,USD,16.615,1.853,5
2013/2/4,C1,AR,THB,3190.59,USD,110.11,8.644,8
2013/2/4,C1,BR,THB,73723.51,THB,75412.57,131.673,439
2013/2/3,C1,BR,THB,9731.01,USD,335.09,123.519,120
2013/2/3,C1,CZ,THB,35005.53,USD,1153.82,36.61,187
2013/2/3,C1,ID,THB,0.993,,,2.21,1
2013/2/3,C1,ID,THB,277.58,USD,9.15,4.736,2
2013/2/3,C1,MY,THB,76531.14,THB,78314.32,200.336,341
2013/2/3,C1,PH,THB,57458.93,USD,1956.066,75.484,366
2013/2/3,C1,ZA,THB,265.2,USD,6.18,0.008,2
2013/2/3,C1,ZA,THB,570.44,USD,18.856,9.218,5
2013/2/2,ID,PH,USD,262.52,USD,8.655,45.85,1
2013/2/2,PH,ID,USD,91.9,USD,3.18,2.4,2
2013/2/2,C1,C1,THB,55374.02,THB,57190.203,116.498,32
2013/2/2,C1,MY,THB,47234.83,USD,1579.328,292.092,371
2013/2/2,TW,AU,USD,3697.05,THB,3802.06,35.194,47
2013/2/1,ID,MY,USD,26100.27,USD,877.921,65.871,105
2013/2/1,ID,PH,USD,32898.66,THB,33530.105,52.734,163
2013/2/1,ID,TH,USD,25804.66,USD,847.957,117.004,260
2013/2/1,ID,ZA,USD,460.385,USD,476.36,64.869,99
2013/2/1,C1,I1,THB,751.513,USD,764.745,111.466,68
2013/2/1,C1,ID,THB,1353.86,USD,44.789,17.28,17
2013/2/1,C1,ID,THB,79514.54,THB,81319.5,108.395,322
2013/2/1,C1,MY,THB,156.562,USD,163.002,29.129,32
2013/2/1,C1,ZA,THB,575.077,USD,591.972,65.229,95
2013/2/1,C1,ZA,THB,490.264,USD,506.736,49.912,98
2013/1/31,C1,A0,USD,40.702,THB,1298.17,26.714,9
2013/1/31,ID,VN,USD,92.21,USD,93.495,34.228,7
2013/1/31,C1,AR,THB,18880.99,USD,637.457,155.143,133
2013/1/31,C1,AU,THB,55535,THB,57355.351,147.988,33
2013/1/31,C1,AU,THB,41001.89,USD,1373.366,315.981,355
2013/1/31,C1,I2,THB,63100.36,THB,64542.61,76.463,233
2013/1/31,C1,MY,THB,65007.56,THB,66251.52,194.151,345
2013/1/31,C1,TW,THB,17671.96,USD,572.996,164.466,176
2013/1/30,ID,AR,USD,14.52,,,5.984,2
2013/1/30,ID,TW,USD,811.097,USD,842.985,19.053,217
2013/1/30,PH,TH,USD,46235.03,USD,1531.1,539.604,429
2013/1/30,C1,EG,THB,9561.67,AUD,319.05,6.273,8
2013/1/30,C1,MY,THB,21463.68,USD,723,78.189,68
2013/1/30,C1,TW,THB,3398.49,USD,115.317,92.47,42
2013/1/30,TW,TH,USD,58855.79,THB,60205.28,97,267
2013/1/30,TW,VN,USD,32562.42,THB,33316.97,44.01,142
2013/1/29,PH,ID,USD,7.25,USD,7.56,5.152,3
2013/1/29,C1,C1,THB,478.578,USD,491.043,31.12,42
2013/1/29,C1,MY,THB,30.182,THB,963.499,8.016,3
2013/1/29,C1,VN,THB,197161.49,USD,7522.54,525.131,638
2013/1/28,ID,BR,USD,66877.78,THB,68410.13,104.77,361
2013/1/28,ID,C1,USD,3892.59,THB,689.17,0.05,1
2013/1/28,C1,BR,THB,107.67,THB,3461.81,15.809,27
2013/1/28,C1,ID,THB,16.256,USD,18.131,15.169,7
2013/1/28,C1,ID,THB,712.177,USD,724.789,113.622,66
2013/1/28,TW,ID,USD,493.62,USD,19.219,1.08,1
2013/1/28,TW,MY,USD,75285.24,THB,77038.16,194.563,316
2013/1/27,C1,BR,THB,56870.45,USD,1929.31,77.269,367
2013/1/27,C1,MY,THB,143.053,USD,147.946,71.992,13
2013/1/27,C1,PH,THB,1.276,USD,1.437,0.972,1
2013/1/27,TW,BR,USD,6405.74,USD,211.682,72.951,57
2013/1/26,AR,VE,USD,110663.25,THB,114292.044,245.761,63
2013/1/26,ID,TH,USD,114015.1,USD,3805.911,543.958,775
2013/1/26,C1,I2,THB,0.134,USD,0.138,0.207,1
2013/1/26,C1,MY,THB,1.126,USD,1.126,0.332,7
2013/1/26,C1,ZA,THB,262.52,USD,8.655,62.88,1
2013/1/26,TW,AU,USD,3070.08,THB,3156.59,3.096,34
2013/1/25,ID,MY,USD,26172.11,USD,880.406,58.703,108
2013/1/25,ID,ZA,USD,8.59,USD,8.93,0.785,1
2013/1/25,PH,TW,USD,969.67,USD,969.67,94.713,130
2013/1/25,C1,I1,THB,40.702,THB,1298.17,27.293,9
2013/1/25,C1,MY,THB,3348.72,USD,112.298,107.597,34
2013/1/25,C1,PK,THB,66874.9,THB,68411.14,121.555,318
2013/1/25,C1,VE,THB,1563.25,USD,51.275,69.12,2
2013/1/24,C1,A0,USD,280.974,USD,291.865,58.122,41
2013/1/24,C1,C3,THB,577.208,USD,594.156,92.327,96
2013/1/24,C1,I2,THB,121.18,USD,123.148,21.354,18
2013/1/24,C1,ID,THB,25.902,USD,26.428,0.234,1
2013/1/24,C1,MY,THB,25089.69,USD,842.831,123.717,212
2013/1/24,C1,TW,THB,45351.28,THB,46392.93,104.321,288
2013/1/24,C1,ZA,THB,10445.7,USD,354.31,86.51,106
2013/1/23,C1,A0,USD,10422.62,USD,343.53,12.843,46
2013/1/23,C1,AR,THB,11.28,,,41.8,2
2013/1/23,C1,BR,THB,10.43,USD,0.343,0.536,1
2013/1/23,C1,C2,THB,371.11,USD,13.878,22.865,10
2013/1/23,C1,EG,THB,12.6,USD,0.416,0.072,1
2013/1/23,C1,MY,THB,58677.49,THB,60020.5,66.337,223
2013/1/22,C1,AR,THB,31248.74,THB,31988.55,37.666,170
2013/1/22,C1,MY,THB,781.63,USD,25.352,69.12,1
2013/1/22,C1,VN,THB,1.693,,,2.68,3
2013/1/21,PH,AU,USD,46499.93,USD,1539.26,364.247,445
2013/1/21,C1,GB,THB,6983.86,USD,230.909,76.229,69
2013/1/21,C1,VN,THB,906.73,USD,30.701,2.655,12
2013/1/20,C1,PH,USD,387.77,USD,16.1,0.136,13
2013/1/20,PH,ID,USD,67334.26,THB,68879.55,121.414,329
2013/1/20,C1,BR,THB,277.11,USD,9.28,62.88,1
2013/1/20,C1,ID,THB,72055.35,THB,73734.5,128.561,331
2013/1/20,C1,ID,THB,56749.04,USD,1925.22,56.12,356
2013/1/20,C1,MY,THB,27.41,AUD,27.53,1.104,3
2013/1/20,C1,PH,THB,47.2,USD,1.606,2.2,1
2013/1/20,C1,ZA,THB,19.75,USD,0.664,0.267,1
