source,target,value
E-TH-YSP,I-PH-T8,434
E-TH-YSP1C,I-PH-T8,157
E-TH-0TBSM,I-PH-TBPC,17
E-TH-DAT,I-PH-TBPC,46
E-TH-TACC,I-PH-TBPC,74
E-TH-TBJ1,I-PH-TBPC,14
E-TH-TBSJ,I-PH-TBPC,1090
E-TH-TBSK,I-PH-TBPC,30650
E-TH-TBSO,I-PH-TBPC,5451
E-TH-TBSQ,I-PH-TBPC,20
E-TH-TBSR,I-PH-TBPC,307
E-TH-TBZN,I-PH-TBPC,230
E-TH-TSB,I-PH-TBPC,337
E-TH-TACC,I-PH-TMP,23416
E-TH-ATC,I-PH-VPMI,7
E-TH-DSTH3,I-PH-VPMI,1087
E-TH-NFCT,I-PH-VPMI,585
E-TH-NSW1,I-PH-VPMI,1315
E-TH-TGAS2,I-PH-VPMI,1470
E-TH-TOGO,I-PH-VPMI,4138
E-ID-AII,I-PK-HAWK,28800
E-ID-YSI,I-PK-HAWK,64404
E-TH-ATC,I-PK-ABE,728
E-TH-ATC,I-PK-AEK,5183
E-TH-ATC,I-PK-AGRI1,1725
E-TH-CHI,I-PK-AGRI1,54
E-TH-NHK3,I-PK-AGRI1,2972
E-TH-NSK,I-PK-AGRI1,18
E-TH-SSMC,I-PK-AGRI1,148
E-TH-TER2,I-PK-AGRI1,332
E-TH-YNP,I-PK-AGRI1,60
E-TH-SKYB,I-PK-AGRI2,660
E-TH-TER2,I-PK-AGRI2,84
E-TH-BKF,I-PK-ALSO,287
E-TH-NSW1,I-PK-ALSO,139
E-TH-YNP,I-PK-ALSO,9
E-TH-ATC,I-PK-AONE,340
E-TH-MOLT,I-PK-AONE,7
E-TH-ATC,I-PK-AUV,3400
E-TH-DAT,I-PK-AUV,6800
E-TH-DSTH4,I-PK-AUV,18471
E-TH-IAT,I-PK-AUV,6800
E-TH-IRC,I-PK-AUV,473
E-TH-KTP,I-PK-AUV,64
E-TH-MATCO,I-PK-AUV,264
E-TH-NFCT,I-PK-AUV,11
E-TH-NMT,I-PK-AUV,134
E-TH-PIOLA,I-PK-AUV,76
E-TH-TBSM,I-PK-AUV,53
E-TH-TGAS2,I-PK-AUV,98
E-TH-TKC3,I-PK-AUV,1188
E-TH-TKC4,I-PK-AUV,161
E-TH-TKC5,I-PK-AUV,697
E-TH-TKC6,I-PK-AUV,89
E-TH-TRT,I-PK-AUV,56
E-TH-YICAP,I-PK-AUV,10719
E-TH-ATC,I-PK-HPML,610
E-TH-HMTP1,I-PK-HPML,124
E-TH-HMTP3,I-PK-HPML,374
E-TH-ATC,I-PK-HPML2,1592
E-TH-HMTP2,I-PK-HPML2,1460
E-TH-HMTP4,I-PK-HPML2,5637
E-TH-ATC,I-PK-IMC,24497
E-TH-ATC,I-PK-IMC2,967
E-TH-ATC,I-PK-JDHL,33877
E-TH-YNP,I-PK-JDHL,2992
E-TH-YSP,I-PK-LOAD,217
E-TH-AAA,I-PK-MTLI,23
E-TH-NSW1,I-PK-MTLI,3288
E-TH-ATC,I-PK-OJ,72
E-TH-DAT,I-PK-OJ,71
E-TH-FAC,I-PK-OJ,5630
E-TH-IAT,I-PK-OJ,120
E-TH-TGAS2,I-PK-OJ,13
E-TH-TRT,I-PK-OJ,9
E-TH-0TBSM,I-PK-PRCO1,58
E-TH-ATC,I-PK-PRCO1,3
E-TH-IRC,I-PK-PRCO1,19626
E-TH-SAS,I-PK-PRCO1,68
E-TH-SAS3,I-PK-PRCO1,6
E-TH-TBSO,I-PK-PRCO1,13
E-TH-YNP,I-PK-PRCO1,8
E-TH-0TBSM,I-PK-PRCO2,35
E-TH-ATC,I-PK-PRCO2,92
E-TH-TBSO,I-PK-PRCO2,483
E-TH-0TBSM,I-PK-PRCO3,41
E-TH-ATC,I-PK-PRCO3,2007
E-TH-IRC,I-PK-PRCO3,29
E-TH-NFCT,I-PK-PRCO3,3
E-TH-SAS,I-PK-PRCO3,21
E-TH-SAS3,I-PK-PRCO3,3
E-TH-TBSJ,I-PK-PRCO3,260
E-TH-TBSO,I-PK-PRCO3,16
E-TH-TBTM,I-PK-PRCO3,22227
E-TH-YNP,I-PK-PRCO3,397
E-TH-0TBSM,I-PK-RAZI,555
E-TH-ATC,I-PK-RAZI,5190
E-TH-TBSO,I-PK-RAZI,42
E-TH-ATC,I-PK-SHAH,7
E-TH-NFCT,I-PK-SPEL,12
E-TH-TBNR,I-PK-SPEL,39
E-TH-TBSI,I-PK-SPEL,6
E-TH-TBSO,I-PK-SPEL,846
E-TH-DAT,I-PK-THAL1,2324
E-TH-DAT2,I-PK-THAL1,32
E-TH-DSTH1,I-PK-THAL1,35
E-TH-DSTH2,I-PK-THAL1,21728
E-TH-DSTH2,I-PK-THAL2,126
E-TH-ATC,I-PK-UMI,533
E-TH-YNP,I-PK-UMI,141
E-CN-AISAN,I-TH-SKD,174
E-C2-CHIYO,I-TH-CHI,292
E-C2-ISP,I-TH-TER,108
E-C2-JR,I-TH-TER,94
E-C2-NISSI,I-TH-TER,262
E-C2-PY,I-TH-TER,1797
E-C2-SAC,I-TH-TER,23682
E-C2-TRG,I-TH-TER,49
E-C2-SANGO,I-TH-YSP,963
E-ID-ANI,I-TH-AHT1,150
E-ID-ANI,I-TH-IAST,82
E-ID-ANST,I-TH-KYBA,339
E-ID-AMA,I-TH-MIT,7
E-ID-SANOH,I-TH-MIT,325
E-ID-SII,I-TH-MIT,1630
E-ID-NTI,I-TH-NTS,265
E-ID-ANI,I-TH-SKD,1776
E-ID-ABA,I-TH-TBSMC,232
E-ID-ANI,I-TH-TGT2,201
E-ID-ATI,I-TH-YSP,30
E-PH-TRP,I-TH-PEDTH,867
E-PH-TRP,I-TH-TBGT,113864
E-TW-KZ,I-TH-CAP,55
E-TW-KZ,I-TH-CHW1,1
E-TW-FY,I-TH-OAC,7
E-TW-TY,I-TH-SKA,1885
E-TW-AS,I-TH-TBGT,1652
E-TW-YSKI,I-TH-TBGT,22026
E-TW-FY,I-TH-TCT,3192
E-TW-FY,I-TH-TGT2,6306
E-TW-TY,I-TH-TKC,56653
E-TW-TY,I-TH-TKC2,1790
E-TW-AS,I-TH-TRT,4651
E-TW-BK,I-TH-YSP,2
E-TH-NETH,I-TR-DNTR,2640
E-TH-MSCC,I-TR-TBT,25
E-CN-AISAN,I-TW-DNTW,172
E-CN-JINHE,I-TW-DNTW,2669
E-ID-ABA,I-TW-AS,240
E-ID-AFI,I-TW-BK,97
E-ID-AHI,I-TW-BK,363
E-ID-ANI,I-TW-BK,306
E-ID-FTR,I-TW-BK,484
E-ID-ADV,I-TW-DG,985
E-ID-SC,I-TW-FY,932
E-PH-FTCP,I-TW-MS,517
E-PH-FTCP,I-TW-QR,1808
E-TH-ATC,I-TW-AS,2046
E-TH-SAS,I-TW-AS,80
E-TH-SAS3,I-TW-AS,14903
E-TH-TBIW,I-TW-AS,1323
E-TH-TBSD,I-TW-AS,68
E-TH-TBSQ,I-TW-AS,84
E-TH-TBSR,I-TW-AS,994
E-TH-TGAS2,I-TW-AS,592
E-TH-ATC,I-TW-BK,849
E-TH-CATA,I-TW-BK,2608
E-TH-JTEKT,I-TW-BK,1196
E-TH-NSW1,I-TW-BK,212
E-TH-SCC,I-TW-BK,23
E-TH-SSMC,I-TW-BK,4
E-TH-TCPT1,I-TW-BK,774
E-TH-TER1,I-TW-BK,1603
E-TH-TGAS2,I-TW-BK,9240
E-TH-TOGO,I-TW-BK,50194
E-TH-TRT,I-TW-BK,1032
E-TH-ENKEI,I-TW-CJ,185
E-TH-ATC,I-TW-CK,5975
E-TH-TKC,I-TW-DE,49
E-TH-TKC6,I-TW-DE,117
E-TH-TKC7,I-TW-DE,56
E-TH-ATC,I-TW-DG,1844
E-TH-CLPI,I-TW-DG,1044
E-TH-MIT,I-TW-DG,2213
E-TH-NOK,I-TW-DG,427
E-TH-SCC,I-TW-DG,7
E-TH-TFS,I-TW-DG,732
E-TH-TOGO,I-TW-DG,12
E-TH-ATC,I-TW-ER,297
E-TH-NSK,I-TW-ER,87
E-TH-SSMC,I-TW-ER,562
E-TH-ATC,I-TW-FY,40
E-TH-DAT,I-TW-FY,20
E-TH-TGAS1,I-TW-FY,98
E-TH-TGAS2,I-TW-FY,70
E-TH-ATC,I-TW-GT,143
E-TH-TCPT1,I-TW-JT,44
E-TH-TER1,I-TW-JT,38
E-TH-SPF,I-TW-JW,13
E-TH-MATCO,I-TW-KS,347
E-TH-PIOLA,I-TW-MK,3441
E-TH-TGAS2,I-TW-MK,26092
E-TH-NETH,I-TW-PD,26
E-TH-MTAT,I-TW-QR,3136
E-TH-PANA,I-TW-SC,2008
E-TH-DAT,I-TW-SL,1801
E-TH-TCPT1,I-TW-TE,166
E-TH-TER1,I-TW-TE,521
E-TH-TGAS1,I-TW-TR,296
E-TH-TGAS2,I-TW-TR,343
E-TH-ATC,I-TW-TY,10
E-TH-HMMT1,I-TW-TY,1940
E-TH-CATA,I-TW-WS,352
E-TH-SAB,I-TW-WS,611
E-TH-CATA,I-US-ASI,5682
E-TH-TOC,I-US-CKUS,17
E-TH-NETH,I-US-DMMI,202
E-AR-EMCON,I-VE-ARVIN,30
E-AR-MTLSA,I-VE-DANAS,156
E-AR-MTA,I-VE-ENVET,94
E-AR-CORDE,I-VE-ESPOS,137
E-AR-EMCON,I-VE-ESPOS,800
E-AR-TASA,I-VE-ESPOS,327
E-AR-MTLSA,I-VE-MTLSA,1421
E-AR-GUIDI,I-VE-OCIME,6
E-ID-DSIA,I-VE-FAACA,170
E-TH-ATC,I-VE-ARVIN,710
E-TH-YSP,I-VE-ARVIN,8254
E-TH-YSP1C,I-VE-ARVIN,4982
E-TH-HET,I-VE-DERIV,14066
E-TH-0TBSM,I-VE-ENVET,43743
E-TH-ATC,I-VE-ENVET,4461
E-TH-TBBV,I-VE-ENVET,8789
E-TH-TBIW,I-VE-ENVET,1934
E-TH-TBJ1,I-VE-ENVET,46766
E-TH-TBSC,I-VE-ENVET,150
E-TH-TBSI,I-VE-ENVET,265
E-TH-TBSJ,I-VE-ENVET,20
E-TH-TBSO,I-VE-ENVET,2558
E-TH-TBSQ,I-VE-ENVET,2804
E-TH-TBSR,I-VE-ENVET,20
E-TH-TBUN,I-VE-ENVET,11143
E-TH-TRT,I-VE-ENVET,70
E-TH-AHT,I-VE-ESPOS,343
E-TH-ATC,I-VE-ESPOS,675
E-TH-CAP,I-VE-ESPOS,270
E-TH-HMMT1,I-VE-ESPOS,26
E-TH-IRC,I-VE-ESPOS,6
E-TH-DAT,I-VE-FAACA,1622
E-TH-DAT2,I-VE-FAACA,899
E-TH-DSTH1,I-VE-FAACA,900
E-TH-DSTH2,I-VE-FAACA,1822
E-TH-TCPT1,I-VE-GABRI,499
E-TH-TER1,I-VE-GABRI,405
E-TH-AHT,I-VE-MAMID,82
E-TH-AHT1B,I-VE-MAMID,164
E-TH-ATC,I-VE-MAMID,2072
E-TH-HMMT3,I-VE-MAMID,2260
E-TH-TSA,I-VE-MAMID,5
E-TH-ATC,I-VE-MTLSA,20
E-TH-HMMT1,I-VE-MTLSA,58
E-TH-LOC,I-VE-TDV,1924
E-ID-ABA,I-VN-TBHN,534
E-ID-AUTO,I-VN-TBHN,8
E-PH-TBPC,I-VN-TBHN,255
E-PH-TRP,I-VN-TBHN,82
E-TH-TGAS3,I-VN-HDVN,11
E-TH-TPT,I-VN-KYB,49
E-TH-0TBSM,I-VN-TBHN,88
E-TH-ATC,I-VN-TBHN,364
E-TH-TBBV,I-VN-TBHN,133
E-TH-TBJ1,I-VN-TBHN,1486
E-TH-TBOP,I-VN-TBHN,162
E-TH-TBRT,I-VN-TBHN,55559
E-TH-TBSC,I-VN-TBHN,989
E-TH-TBSI,I-VN-TBHN,1121
E-TH-TBSJ,I-VN-TBHN,603
E-TH-TBSK,I-VN-TBHN,58
E-TH-TBSO,I-VN-TBHN,52
E-TH-TBSQ,I-VN-TBHN,29537
E-TH-TBSR,I-VN-TBHN,609
E-TH-TBSS,I-VN-TBHN,198
E-TH-TBSW,I-VN-TBHN,916
E-TH-TBTA,I-VN-TBHN,374
E-TH-TBUN,I-VN-TBHN,1984
E-TH-TBZN,I-VN-TBHN,6730
E-TH-TGAS2,I-VN-TBHN,522
E-TH-TRT,I-VN-TBHN,9153
E-TH-TSB,I-VN-TBHN,1326
E-TH-YICAP,I-VN-TBHN,10335
E-TW-AS,I-VN-TBHN,27108
E-C2-HOUAI,I-ZA-TBSA,48573
E-ID-ANI,I-ZA-INERG,1077
E-ID-YSI,I-ZA-RAMS,1589
E-ID-DSIA,I-ZA-RGBR,843
E-ID-AMFG,I-ZA-SHATT,445
E-ID-AII,I-ZA-SMIP,321
E-ID-DSIA,I-ZA-SMIR,1087
E-TH-NOK,I-ZA-ARMST,1088
E-TH-TCPT1,I-ZA-ARMST,7796
E-TH-TER1,I-ZA-ARMST,147
E-TH-3M,I-ZA-AUTOM,1589
E-TH-NFCT,I-ZA-AUTOM,224
E-TH-NSW1,I-ZA-BAIRE,29047
E-TH-ATC,I-ZA-BRAB,386
E-TH-CAP,I-ZA-BRAB,1912
E-TH-SAS,I-ZA-FELEL,4130
E-TH-SAS3,I-ZA-FELEL,9284
E-TH-ATC,I-ZA-GBG,3554
E-TH-CMWT,I-ZA-GESTR,5633
E-TH-ADVI2,I-ZA-GIRL,686
E-TH-ADVI3,I-ZA-GIRL,11364
E-TH-ATC,I-ZA-GIRL,9284
E-TH-NOK,I-ZA-GIRL,3554
E-TH-ATC,I-ZA-IGT,5633
E-TH-HMMT1,I-ZA-IGT,686
E-TH-DSTH3,I-ZA-INERG,11364
E-TH-NFCT,I-ZA-INERG,718
E-TH-TGAS2,I-ZA-INERG,4644
E-TH-ATC,I-ZA-ISE,489
E-TH-SCS,I-ZA-KLT,104748
E-TH-TAC,I-ZA-KLT,85540
E-TH-AAA,I-ZA-LJTLS,1720
E-TH-ATC,I-ZA-LJTLS,5964
E-TH-IRC,I-ZA-LJTLS,3022
E-TH-NFCT,I-ZA-LJTLS,960
E-TH-SAB,I-ZA-LJTLS,2109
E-TH-YNP,I-ZA-LJTLS,3910
E-TH-ATC,I-ZA-PRAGA,263
E-TH-BEW,I-ZA-PRAGA,5499
E-TH-CIT,I-ZA-PRAGA,461
E-TH-KEIHI,I-ZA-PRAGA,395
E-TH-MOLT,I-ZA-PRAGA,9974
E-TH-OILES,I-ZA-PRAGA,1861
E-TH-3M,I-ZA-RAMS,108
E-TH-ATC,I-ZA-RAMS,573
E-TH-ITC,I-ZA-RAMS,437
E-TH-TAC,I-ZA-RAMS,69
E-TH-TGAS2,I-ZA-RAMS,238
E-TH-YNP,I-ZA-RAMS,214
E-TH-BANDO,I-ZA-RBOSC,17154
E-TH-ATC,I-ZA-SAD,4442
E-TH-CTC,I-ZA-SAD,26652
E-TH-PANA,I-ZA-SAD,638
E-TH-TSA,I-ZA-SAD,13700
E-TH-CHI,I-ZA-SHATT,12791
E-TH-IRC,I-ZA-SHATT,4987
E-TH-NFCT,I-ZA-SHATT,19445
E-TH-3M,I-ZA-SMIP,403
E-TH-API,I-ZA-SMIP,11
E-TH-ATC,I-ZA-SMIP,12524
E-TH-BKF,I-ZA-SMIP,1457
E-TH-DAT,I-ZA-SMIP,7040
E-TH-IRC,I-ZA-SMIP,1475
E-TH-NFCT,I-ZA-SMIP,710
E-TH-NMT,I-ZA-SMIP,1910
E-TH-TGAS1,I-ZA-SMIP,2086
E-TH-TGAS2,I-ZA-SMIP,561
E-TH-TRT,I-ZA-SMIP,5195
E-TH-DAT,I-ZA-SMIR,106
E-TH-DAT2,I-ZA-SMIR,2210
E-TH-TCPT1,I-ZA-SSPRI,1316
E-TH-TER1,I-ZA-SSPRI,66653
E-TH-TRT,I-ZA-TAK,1363
E-TH-0TBSM,I-ZA-TBSA,18050
E-TH-ATC,I-ZA-TBSA,6759
E-TH-SAS,I-ZA-TBSA,1150
E-TH-TBBV,I-ZA-TBSA,14857
E-TH-TBJ1,I-ZA-TBSA,41848
E-TH-TBSC,I-ZA-TBSA,785656
E-TH-TBSJ,I-ZA-TBSA,9
E-TH-TBSMC,I-ZA-TBSA,160
E-TH-TBSO,I-ZA-TBSA,3871
E-TH-TBSQ,I-ZA-TBSA,34926
E-TH-TBSR,I-ZA-TBSA,15254
E-TH-TBSS,I-ZA-TBSA,39837
E-TH-TBTM,I-ZA-TBSA,36529
E-TH-TBUN,I-ZA-TBSA,139234
E-TH-TRT,I-ZA-TBSA,19049
E-TH-TSB,I-ZA-TBSA,118947
E-TH-DSST,I-ZA-TGSA,1843
E-TH-TBTB,I-ZA-TGSA,2454
E-TH-TGAS2,I-ZA-TGSA,3672
E-TH-ADVI1,I-ZA-TRW,5247
E-TH-ADVI3,I-ZA-TRW,32725
E-TH-ATC,I-ZA-VENTU,614
E-TH-DAT,I-ZA-VENTU,601
E-TH-DSTH2,I-ZA-VENTU,94791
E-TH-IAT,I-ZA-VENTU,26635
E-TH-MATCB,I-ZA-VENTU,46708
E-TH-MATCO,I-ZA-VENTU,1190
E-TH-NFCT,I-ZA-VENTU,262
E-TH-NMT,I-ZA-VENTU,2734
E-TH-STNLY,I-ZA-VENTU,2607
E-TH-STT,I-ZA-VENTU,5716
E-TH-TCY,I-ZA-VENTU,96
E-TH-CMWT,I-ZA-WT,1401
